hXX,simID,pop,class,length_Mb,length_cM
h00,1741910082241347924,p1,B,0.3141856274337001,0.40813628262245594
h00,1741910082241347924,p1,C,1.407585067146283,2.0174864388489206
h00,1741910082241347924,p2,A,0.06742630239658488,0.04774441382070636
h00,1741910082241347924,p2,B,0.2656614483400354,0.3711967975837493
h00,1741910082241347924,p2,C,1.1024223826086956,1.7474173478260868
h00,1741910082241347924,p3,A,0.07692075747779241,0.05540939724629263
h00,1741910082241347924,p3,B,0.25331841628057594,0.3668395967121456
h00,1741910082241347924,p3,C,0.851819984,1.5757664
h00,1758916382348960481,p1,A,0.040093514945139415,0.024131314988244657
h00,1758916382348960481,p1,B,0.3142703538708886,0.4076857715701195
h00,1758916382348960481,p1,C,1.1766838000000002,1.6845804642857143
h00,1758916382348960481,p2,A,0.06906931021039767,0.04902548831765196
h00,1758916382348960481,p2,B,0.25726298611868537,0.36992205871272665
h00,1758916382348960481,p2,C,0.8527180909090909,1.6074879889807163
h00,1758916382348960481,p3,A,0.07484113089713929,0.053887071302119456
h00,1758916382348960481,p3,B,0.25274064658634426,0.3655945909481823
h00,1758916382348960481,p3,C,1.062234614790287,2.042726677704194
h00,1760919415129066732,p1,A,0.04022215425058361,0.02406892969854065
h00,1760919415129066732,p1,B,0.3091522302366194,0.40458037943514247
h00,1760919415129066732,p1,C,1.2719189911504425,2.0481232300884957
h00,1760919415129066732,p2,A,0.06748993357691335,0.0472832959043308
h00,1760919415129066732,p2,B,0.25854067771193967,0.36881189636001854
h00,1760919415129066732,p2,C,0.9252709695017182,1.7461529209621993
h00,1760919415129066732,p3,A,0.07597842210642639,0.05478497726558664
h00,1760919415129066732,p3,B,0.25143295383850256,0.3727711510440022
h00,1760919415129066732,p3,C,0.8469694851598173,1.5858981849315068
h00,1776755804422427172,p1,A,0.04061078445049923,0.02449653524288767
h00,1776755804422427172,p1,B,0.31201221461016787,0.40137565585642726
h00,1776755804422427172,p1,C,1.39285306302521,1.8865682072829133
h00,1776755804422427172,p2,A,0.07021296003687359,0.04874457562987088
h00,1776755804422427172,p2,B,0.26188327221154395,0.3688290365172519
h00,1776755804422427172,p2,C,0.911033316993464,1.6691527450980392
h00,1776755804422427172,p3,A,0.07626896084869168,0.05453973014264404
h00,1776755804422427172,p3,B,0.2528823871497103,0.3661323107858298
h00,1776755804422427172,p3,C,0.9316792250423012,1.9291228849407784
h00,1788482744701747849,p1,A,0.040664324592527355,0.024158384809409305
h00,1788482744701747849,p1,B,0.31267921290524786,0.40262212322576413
h00,1788482744701747849,p1,C,1.1841662805555555,1.8131640277777776
h00,1788482744701747849,p2,A,0.06784345569483047,0.04772024164751464
h00,1788482744701747849,p2,B,0.24947131436313894,0.36699976581281013
h00,1788482744701747849,p2,C,0.8885815559006212,1.74097900621118
h00,1788482744701747849,p3,A,0.0726759053718257,0.0519377911933657
h00,1788482744701747849,p3,B,0.25184487454991755,0.3682025752785781
h00,1788482744701747849,p3,C,0.9068520329087049,1.7694049787685775
h00,1789806920600214380,p1,A,0.040039371361662315,0.023927760772945582
h00,1789806920600214380,p1,B,0.3132781134797397,0.4075267270736797
h00,1789806920600214380,p1,C,1.2630213947368423,1.9361673245614035
h00,1789806920600214380,p2,A,0.06580808936374422,0.04543167666707123
h00,1789806920600214380,p2,B,0.26267701727875997,0.36707695965159515
